Listing Office - Office Name,Address,City,Property Type,County,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Price - Closed,Price - List, Price - Original , Tax - Gross Amount ,Lot - Acres,Year Built,Rooms - Total,Garage Capacity,Basement
Four Seasons Sotheby's Int'l Realty,287 Mascoma Street Extension,Lebanon,Condo,NH-Grafton,2,2,1015,5, 179000, 179000,179000,4171,23,2007,4,0,Yes
Four Seasons Sotheby's Int'l Realty,25 Stone Hill Road,Lebanon,Single Family,NH-Grafton,4,3,2448,47, 281000, 279000,284900,6441,21,1975,8,2,Yes
RE/MAX Group One Realtors,365 North Main Street,Lebanon,Condo,NH-Grafton,3,3,1889,446, 230000, 233000,279000,7974,0,2003,6,1,No
Coldwell Banker Redpath and Company,200 SLAYTON HILL ROAD,Lebanon,Single Family,NH-Grafton,3,3,1976,110, 285000, 309000,325000,8130,726,1985,7,2,Yes
Four Seasons Sotheby's Int'l Realty,287 Mascoma Street Extension,Lebanon,Condo,NH-Grafton,2,2,1015,114, 179000, 179000,179000,4171,23,2007,4,0,Yes
Vanessa Stone Real Estate,186 Slayton Hill Road,Lebanon,Single Family,NH-Grafton,3,2,1684,90, 220000, 224900,239900,7003,448,1986,7,2,Yes
Coldwell Banker Redpath and Company,2 Downes Ave,Lebanon,Single Family,NH-Grafton,3,1,912,147, 161200, 170000,185000,283,038,1961,5,0,Yes
RE/MAX Upper Valley,32 T Andrew,Lebanon,Single Family,NH-Grafton,3,2,882,87, 47000, 49999,49999,1316,0,1995,5,1,No
Coldwell Banker Redpath and Company,2 Dunsinane Dr,Lebanon,Single Family,NH-Grafton,4,5,4768,28, 587500, 595000,595000,13314,3,2000,15,2,Yes
Coldwell Banker Redpath and Company,29 Pleasant St #60,Lebanon,Condo,NH-Grafton,2,2,1905,44, 100000, 125000,125000,3855,0,1977,7,1,Yes
RE/MAX Upper Valley,14 WINONA CIRCLE,Lebanon,Single Family,NH-Grafton,3,3,1664,6, 288000, 299000,299000,6602,026,1988,6,2,Yes
Coldwell Banker Redpath and Company,35 Wolf Rd,Lebanon,Single Family,NH-Grafton,3,2,1774,30, 250000, 267500,275000,5142,029,1987,6,2,Yes
RE/MAX Upper Valley/Hanover,48 Nottingham Circle,Lebanon,Single Family,NH-Grafton,3,2,2170,52, 260500, 269500,275000,6299,043,1979,7,2,Yes
RE/MAX Upper Valley/Hanover,2 Westboro Woods Lane,Lebanon,Condo,NH-Grafton,2,2,1176,186, 148000, 154000,158000,4034,0,2007,4,0,Yes
Four Seasons Sotheby`s Int`l Realty,52 Oak Ridge Road,Lebanon,Single Family,NH-Grafton,3,3,4106,21, 402500, 418500,418500,8800,131,1971,9,2,Yes
Four Seasons Sotheby`s Int`l Realty,337 Mount Support Road,Lebanon,Condo,NH-Grafton,2,3,1317,406, 228964, 230315,225600,1,482,2009,5,0,Yes
Four Seasons Sotheby`s Int`l Realty,337 Mount Support Road,Lebanon,Condo,NH-Grafton,2,3,1317,416, 232415, 230315,225600,1,482,2009,5,0,Yes
Four Seasons Sotheby`s Int`l Realty,337 Mount Support Road,Lebanon,Condo,NH-Grafton,2,3,1317,407, 237000, 230315,225600,1,482,2009,5,0,Yes
Four Seasons Sotheby`s Int`l Realty,337 Mount Support Road,Lebanon,Condo,NH-Grafton,2,3,1317,35, 250367, 225600,225600,1,482,2009,5,0,Yes
Four Seasons Sotheby`s Int`l Realty,337 Mount Support Road,Lebanon,Condo,NH-Grafton,2,3,1317,42, 254085, 225600,225600,1,482,2009,5,0,Yes
Four Seasons Sotheby`s Int`l Realty,337 Mount Support Road,Lebanon,Condo,NH-Grafton,2,3,1317,14, 342840, 228100,208100,1,482,2009,5,0,Yes
Four Seasons Sotheby`s Int`l Realty,337 Mount Support Road,Lebanon,Condo,NH-Grafton,2,3,1317,265, 352915, 235135,225600,1,482,2009,5,0,Yes
LindeMac Real Estate,81 Apple Blossom Drive,Lebanon,Condo,NH-Grafton,3,3,2006,18, 380000, 425000,425000,9618,0,2001,9,2,No
Coldwell Banker Redpath and Company,100 Daisy Hill,Lebanon,Single Family,NH-Grafton,4,3,2934,38, 520000, 535000,535000,11434,335,2005,8,2,Yes
Century 21 Highview Realty,133 Trues Brook Rd,Lebanon,Single Family,NH-Grafton,3,2,1552,76, 130000, 153000,170000,4058,2,1962,7,0,Yes
Moseley Associates,30 Wolf Road,Lebanon,Condo,NH-Grafton,1,1,650,61, 100000, 104900,104900,2466,0,1987,3,0,No
Four Seasons Sotheby's Int'l Realty,40 Wolf Road,Lebanon,Condo,NH-Grafton,3,2,1199,18, 166000, 174000,174000,4168,53,1988,5,0,No
Four Seasons Sotheby`s Int`l Realty,58 Westboro Woods,Lebanon,Condo,NH-Grafton,2,2,1416,58, 155000, 168500,168500,3755,1172,2007,6,0,Yes
Fidelity Real Estate Inc,36 Fountain Way,Lebanon,Single Family,NH-Grafton,2,3,2050,33, 280000, 289000,289000,7956,018,2001,6,2,No
Coldwell Banker Redpath and Co/Quechee,41 Hough St,Lebanon,Single Family,NH-Grafton,4,3,3228,4, 360000, 360000,360000,8078,06,1988,10,2,Yes
Four Seasons Sotheby's Int'l Realty,68 Apple Blossom Drive,Lebanon,Single Family,NH-Grafton,3,3,2315,37, 381000, 419000,419000,9396,026,2001,8,2,No
