Listing Office - Office Name;Address;City;Property Type;PropDummy;County;Bedrooms - Total;Baths - Total;SqFtTotFn;DOM;Price - Closed;Price - List; Price - Original ; Tax - Gross Amount ;Lot - Acres;Year Built;Rooms - Total;Garage Capacity;Basement
Moose Mountain Realty;18 Chosen Vale Lane;Enfield;Single Family;0;NH-Grafton;3;3;2.664;151;$345.000;$369.000;349.000;8.378;0,15;2004;9;0;Yes
Vanessa Stone Real Estate;121 Lockehaven;Enfield;Single Family;0;NH-Grafton;3;1;960;152;$160.000;$165.000;188.880;3.752;2,75;1978;5;2;Yes
Vanessa Stone Real Estate;62 Palmer Road;Enfield;Single Family;0;NH-Grafton;3;2;1.736;32;$179.750;$181.500;182.500;3.473;5,03;2003;10;2;No
Moose Mountain Realty;15 Bryant Lane;Enfield;Single Family;0;NH-Grafton;3;2;2.095;15;$233.000;$239.900;239.900;4.249;1,58;1964;7;2;Yes
Vanessa Stone Real Estate;4 Bear Drive;Enfield;Single Family;0;NH-Grafton;4;4;3.680;238;$331.800;$346.570;399.500;7.613;0,94;2006;10;2;Yes
Vanessa Stone Real Estate;37 May Street;Enfield;Single Family;0;NH-Grafton;3;2;1.824;239;$183.000;$189.900;189.900;3.995;0,9;1977;5;1;Yes
Granite Northland Associates;95 Mascoma Heights Dr;Enfield;Single Family;0;NH-Grafton;3;2;1.620;84;$175.000;$182.500;182.500;3.451;2,9;1995;6;2;No
Coldwell Banker LIFESTYLES - Grantham;14 Sunset Walk;Enfield;Single Family;0;NH-Grafton;4;4;3.440;58;$410.000;$429.000;429.000;8.751;0,8;2002;10;2;Yes
Vanessa Stone Real Estate;71 Jones Hill Road;Enfield;Single Family;0;NH-Grafton;3;1;1.248;83;$185.000;$185.000;185.000;4.631;2;1978;6;2;Yes
Granite Northland Associates;210 Lockehaven;Enfield;Single Family;0;NH-Grafton;2;1;1.804;49;$204.000;$217.000;217.000;4.202;2,67;1987;5;2;Yes
Four Seasons Sotheby's Int'l Realty;75 Chosen Vale Lane;Enfield;Single Family;0;NH-Grafton;4;5;3.674;74;$485.000;$559.000;559.000;10.926;0,13;2005;12;2;Yes
Vanessa Stone Real Estate;111 Palmer Rd;Enfield;Single Family;0;NH-Grafton;3;2;1.277;7;$219.000;$219.900;219.900;4.101;5,2;2003;5;0;Yes
Vanessa Stone Real Estate;5 Turner Pl;Enfield;Condo;1;NH-Grafton;2;1;1.048;39;$105.000;$115.000;115.000;2.492;0;1988;4;0;No
Pelletier Realty Group;3 Rocky Hill Way;Enfield;Condo;1;NH-Grafton;2;2;1.048;231;$74.500;$60.000;95.000;2.601;0;1988;4;0;No
Four Seasons Sotheby's Int'l Realty;6 Rocky Hill Way;Enfield;Condo;1;NH-Grafton;2;2;930;418;$94.000;$107.000;120.000;2.539;0;1987;5;0;No
Coldwell Banker Redpath and Company;15 Boy's Camp Rd Road;Enfield;Single Family;0;NH-Grafton;3;1;960;179;$177.000;$185.000;195.000;3.608;3,38;1975;6;2;Yes
Century 21 Highview Realty;13 Turner Pl;Enfield;Condo;1;NH-Grafton;2;1;1.048;34;$67.000;$71.400;71.400;2.300;0;1988;4;0;No
Vanessa Stone Real Estate;915 Lockehaven Rd;Enfield;Single Family;0;NH-Grafton;3;2;1.800;154;$335.000;$349.000;349.000;7.647;10,1;2001;6;2;Yes
Vanessa Stone Real Estate;68 French Road;Enfield;Single Family;0;NH-Grafton;2;2;1.432;37;$312.000;$329.000;329.000;6.102;0,4;2007;5;0;Yes
Century 21 Energy Shield Realty/Lebanon;32 Bog Road;Enfield;Single Family;0;NH-Grafton;3;2;1.008;33;$175.000;$179.900;191.000;3.946;1,4;1989;6;1;Yes
Vanessa Stone Real Estate;24 GRAHAM ROAD;Enfield;Single Family;0;NH-Grafton;2;2;1.512;85;$234.500;$229.900;229.900;4.812;0,47;2004;7;0;Yes
Four Seasons Sotheby's Int'l Realty;13 Mastro Lane;Enfield;Condo;1;NH-Grafton;2;2;1.681;47;$171.000;$175.000;185.000;4.260;0;1986;7;0;Yes
Coldwell Banker Redpath and Company;117 Algonquin Road;Enfield;Single Family;0;NH-Grafton;2;1;576;105;$190.000;$239.900;249.900;4.959;0,29;1972;4;1;No
Coldwell Banker Redpath and Company;10 MARSTEN LANE;Enfield;Condo;1;NH-Grafton;1;1;552;746;$55.000;$58.900;79.900;1.714;0;1986;4;0;No
Coldwell Banker Redpath and Company;3 Rocky Hill Way;Enfield;Condo;1;NH-Grafton;2;2;1.042;80;$103.000;$105.000;105.000;2.590;0;1988;4;0;No
Century 21 Highview Realty;76 Kluge;Enfield;Single Family;0;NH-Grafton;2;1;1.344;8;$157.500;$159.900;159.900;4.370;2,6;2003;4;1;Yes
Vanessa Stone Real Estate;33 Landing Road;Enfield;Condo;1;NH-Grafton;3;3;1.884;24;$225.000;$230.000;230.000;5.159;0;1985;8;0;No
RE/MAX Group One Realtors;385 Shaker Blvd;Enfield;Single Family;0;NH-Grafton;3;2;1.680;27;$220.000;$224.000;224.000;5.618;2,5;1976;7;0;Yes
Moose Mountain Realty;42 Pillsbury Street;Enfield;Single Family;0;NH-Grafton;3;2;924;4;$79.000;$89.000;89.000;1.975;0,25;1990;5;0;No
Vanessa Stone Real Estate;24 Orchard Road;Enfield;Single Family;0;NH-Grafton;3;2;2.079;148;$154.900;$154.900;154.900;4.654;1;2003;9;2;No
LindeMac Real Estate;81 Algonquin Road;Enfield;Single Family;0;NH-Grafton;3;2;1.965;55;$385.000;$399.000;429.000;10.335;0,74;1980;9;2;Yes
Shaker Mountain Real Estate;33 Bradford lane;Enfield;Single Family;0;NH-Grafton;4;4;2.026;434;$475.000;$499.000;499.000;11.142;0,55;1993;8;2;Yes
RE/MAX Upper Valley;33 stark Lane;Enfield;Single Family;0;NH-Grafton;3;1;1.759;41;$220.000;$239.000;239.000;4.435;9,54;1985;7;2;Yes
Vanessa Stone Real Estate;69 Livingston Lodge Road;Enfield;Single Family;0;NH-Grafton;3;1;1.255;9;$171.500;$178.500;178.500;3.563;0,58;1978;6;2;Yes
Vanessa Stone Real Estate;42 Marsten Lane;Enfield;Condo;1;NH-Grafton;2;2;1.438;30;$132.000;$135.000;135.000;2.859;10;1987;5;0;Yes
Century 21 Shepard & Flint Realty;17 CRYSTAL LAKE Rd;Enfield;Single Family;0;NH-Grafton;3;1;1.724;95;$158.900;$159.000;159.000;4.153;3,16;1982;7;2;Yes
Vanessa Stone Real Estate;10 Orchard Road;Enfield;Single Family;0;NH-Grafton;3;2;1.040;675;$95.000;$95.000;139.900;3.128;1;2000;5;0;No
Moose Mountain Realty;3 Sloan Road;Enfield;Single Family;0;NH-Grafton;3;1;1.200;6;$187.500;$189.900;189.900;3.827;0,9;1971;7;1;Yes
Granite Northland Associates;80 May Street;Enfield;Single Family;0;NH-Grafton;2;2;1.032;238;$115.000;$119.900;135.000;1.054;0,34;1967;5;0;No
Coldwell Banker Redpath and Company;35 Caleb Dyer Lane;Enfield;Single Family;0;NH-Grafton;2;3;1.520;22;$339.000;$349.000;349.000;6.232;0,11;1989;6;0;Yes
Coldwell Banker Redpath and Company;7 Water Lily Lane;Enfield;Single Family;0;NH-Grafton;3;3;2.182;254;$320.000;$329.000;329.000;6.449;0,11;1989;7;0;Yes
Coldwell Banker Redpath and Company;5 Chosen Vale Lane;Enfield;Single Family;0;NH-Grafton;2;4;2.581;48;$435.000;$460.000;460.000;9.010;0,17;2001;7;2;Yes
Comp Agent;39 Caleb Dyer Lane;Enfield;Single Family;0;NH-Grafton;2;3;1.235;0;$320.500;$335.000;335.000;6.075;0,1;1989;6;;
Coldwell Banker Redpath and Company;218 Old Route 10;Enfield;Single Family;0;NH-Grafton;2;1;1.140;461;$140.000;$179.900;199.900;3.260;95;1972;6;2;No
Shaker Mountain Real Estate;55 Chosen Vale Lane;Enfield;Single Family;0;NH-Grafton;4;5;3.492;20;$600.000;$625.000;625.000;9.858;0,1;2002;9;0;Yes
Vanessa Stone Real Estate;75 William Gage Road;Enfield;Single Family;0;NH-Grafton;2;3;1.386;117;$175.000;$180.000;190.000;3.861;2,17;1995;6;2;Yes
Vanessa Stone Real Estate;107 Ibey Road;Enfield;Single Family;0;NH-Grafton;3;2;2.076;241;$215.000;$224.900;229.500;3.867;5,07;2006;6;0;Yes
Granite Northland Associates;1034 Lockehaven Road;Enfield;Single Family;0;NH-Grafton;3;2;1.708;404;$160.000;$199.900;240.000;4.972;5,11;1964;6;1;Yes
Vanessa Stone Real Estate;27 Anderson Hill Road;Enfield;Condo;1;NH-Grafton;2;2;1.170;181;$132.000;$133.900;139.000;3.099;0;1987;5;0;No
Granite Northland Associates;166 Jones Hill Road;Enfield;Single Family;0;NH-Grafton;2;1;1.229;171;$190.000;$194.900;224.900;4.522;11,62;1993;5;2;Yes
Bean Group / Vermont;27 Anderson Hill Road-Unit 2;Enfield;Condo;1;NH-Grafton;2;2;1.170;181;$127.500;$129.500;134.500;3.069;0;1987;4;0;No
Vanessa Stone Real Estate;63 Flanders Street;Enfield;Single Family;0;NH-Grafton;2;2;1.040;557;$170.000;$178.900;189.900;4.203;0,59;2000;4;1;Yes
Vanessa Stone Real Estate;129 Shaker Hill Road;Enfield;Single Family;0;NH-Grafton;3;1;1.780;183;$210.000;$219.000;229.900;3.729;1,38;1977;6;2;Yes
Vanessa Stone Real Estate;18 Mountain View Drive;Enfield;Single Family;0;NH-Grafton;2;2;1.296;11;$242.000;$249.900;249.900;5.758;1,3;2004;6;2;Yes
Staggs-Warren Associates, LLC;19 Easy Street;Enfield;Single Family;0;NH-Grafton;3;2;1.756;135;$265.000;$265.000;265.000;1.232;3,94;2015;4;0;Yes
Century 21 Highview Realty;18 Algonquin;Enfield;Single Family;0;NH-Grafton;3;2;1.352;59;$90.000;$105.300;117.000;3.377;1,4;1987;5;2;No
RE/MAX Upper Valley;42 Marsten Lane;Enfield;Condo;1;NH-Grafton;2;2;1.048;32;$115.000;$119.000;119.000;2.594;0;1988;4;0;No
Vanessa Stone Real Estate;298 Shaker Hill Road;Enfield;Single Family;0;NH-Grafton;5;4;3.836;5;$349.900;$349.900;349.900;7.856;2,1;1980;13;2;Yes
Granite Northland Associates;578 Potato Road;Enfield;Single Family;0;NH-Grafton;3;2;1.552;16;$233.000;$229.999;229.999;4.412;10,4;2006;6;0;Yes
Coldwell Banker Redpath and Company;70 Anderson Hill;Enfield;Single Family;0;NH-Grafton;3;2;1.619;8;$256.500;$259.000;259.000;5.682;6,34;1994;7;2;Yes
Vanessa Stone Real Estate;11 Anthony Court;Enfield;Single Family;0;NH-Grafton;3;3;2.800;5;$222.500;$239.000;239.000;5.820;1,8;2003;8;0;Yes
Vanessa Stone Real Estate;17 Meadow Lane;Enfield;Single Family;0;NH-Grafton;3;3;2.688;204;$296.500;$309.900;329.000;6.742;1,17;1989;10;3;Yes
Vanessa Stone Real Estate;67 Goodwin Rd;Enfield;Single Family;0;NH-Grafton;3;3;2.128;59;$278.000;$284.900;289.900;6.371;2,24;1981;7;0;Yes
Four Seasons Sotheby`s Int`l Realty;20 Chosen Vale Lane;Enfield;Single Family;0;NH-Grafton;3;3;2.300;33;$350.000;$379.000;379.000;8.481;0,08;2005;8;0;Yes
BHG Masiello Tilton;12 Donahue Drive;Enfield;Single Family;0;NH-Grafton;4;4;4.055;17;$315.000;$309.900;309.900;10.750;0,29;1972;9;2;Yes
Vanessa Stone Real Estate;117 Anderson Hill Road;Enfield;Single Family;0;NH-Grafton;3;2;2.172;27;$322.000;$279.900;279.900;6.209;2;1999;5;2;Yes
Keller Williams Realty-Metropolitan;450 Methodist Hill Road;Enfield;Single Family;0;NH-Grafton;3;2;1.909;15;$285.000;$295.000;299.000;5.634;1;1981;7;2;Yes
Granite Northland Associates;47 Foster Circle Circle;Enfield;Single Family;0;NH-Grafton;2;3;1.575;154;$545.000;$559.000;579.000;9.500;0,28;1999;6;1;Yes
Coldwell Banker Redpath and Company;674 Shaker Hill Road;Enfield;Single Family;0;NH-Grafton;3;2;1.456;18;$189.000;$189.000;189.000;4.044;5,06;2006;7;0;No
Patrick E. Flanagan Real Estate;181 Choate Road;Enfield;Single Family;0;NH-Grafton;3;2;2.483;15;$270.000;$279.000;279.000;5.991;16,92;1998;5;2;Yes
Coldwell Banker Redpath and Company;39 Stevens Street;Enfield;Single Family;0;NH-Grafton;3;2;1.344;3;$250.000;$245.000;245.000;5.145;1,12;2004;7;2;Yes
Vanessa Stone Real Estate;25 Butman Road;Enfield;Single Family;0;NH-Grafton;2;1;576;39;$236.000;$249.900;249.900;5.283;1,2;1995;5;0;No
Granite Northland Associates;417 Shaker Blvd;Enfield;Single Family;0;NH-Grafton;2;2;2.317;116;$245.000;$260.000;285.000;5.114;3,4;1979;6;0;Yes
RE/MAX Upper Valley;4 Sargent;Enfield;Single Family;0;NH-Grafton;2;1;936;16;$135.000;$139.000;139.000;2.123;0,5;1973;5;2;No
Vanessa Stone Real Estate;286 Boys Camp Road;Enfield;Single Family;0;NH-Grafton;3;3;2.070;41;$282.500;$298.900;298.900;4.945;4;1974;7;0;Yes
Vanessa Stone Real Estate;37 Mountain View Drive;Enfield;Single Family;0;NH-Grafton;2;2;3.686;26;$229.900;$229.900;229.900;5.378;2,1;1988;9;0;Yes
Vanessa Stone Real Estate;12 Anthony Court;Enfield;Single Family;0;NH-Grafton;3;2;1.703;148;$249.000;$254.800;275.000;5.362;2;1995;6;2;No
Vanessa Stone Real Estate;4 Turner Place;Enfield;Condo;1;NH-Grafton;2;1;1.048;69;$72.000;$70.000;120.000;2.578;0;1988;4;0;No
Four Seasons Sotheby's Int'l Realty;19 Marsten Lane, Unit #25;Enfield;Condo;1;NH-Grafton;2;2;1.148;70;$110.000;$119.900;119.900;2.536;0;1986;5;0;No
C.G. Shepherd Realty, LLC;10 Beckwith Lane;Enfield;Single Family;0;NH-Grafton;3;2;2.079;17;$280.000;$280.000;280.000;6.494;0,62;1998;7;2;Yes
Vanessa Stone Real Estate;169 Jones Hill Rd;Enfield;Single Family;0;NH-Grafton;3;3;2.353;260;$247.500;$279.900;334.900;6.446;32,69;1992;7;0;Yes
